City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
238,Yonago,JP,35.4333,133.3333,85.93,62,40,4.61,scattered clouds,2021-07-28 03:32:15
239,Quatre Cocos,MU,-20.2078,57.7625,68.11,89,98,20.15,moderate rain,2021-07-28 03:32:16
240,Sokolo,ML,14.7328,-6.1219,82.18,70,99,8.12,overcast clouds,2021-07-28 03:32:16
241,Beatrice,US,40.2681,-96.747,84.0,83,1,0.0,clear sky,2021-07-28 03:32:16
242,Souillac,MU,-20.5167,57.5167,68.38,94,75,14.97,moderate rain,2021-07-28 03:32:17
243,Murindo,CO,6.9848,-76.7544,74.32,95,100,1.01,overcast clouds,2021-07-28 03:32:17
244,Tevaitoa,PF,-16.7833,-151.5,77.27,77,37,8.9,light rain,2021-07-28 03:32:18
245,Mount Darwin,ZW,-16.7725,31.5838,45.09,94,1,3.2,clear sky,2021-07-28 03:32:18
246,Namibe,AO,-15.1961,12.1522,64.11,82,0,5.77,clear sky,2021-07-28 03:32:18
247,Hangal,IN,14.7667,75.1333,74.39,79,96,16.46,overcast clouds,2021-07-28 03:32:19
248,Faanui,PF,-16.4833,-151.75,77.81,75,63,8.3,light rain,2021-07-28 03:29:55
249,Tayu,ID,-6.5397,111.0518,86.59,50,20,9.28,few clouds,2021-07-28 03:32:19
250,Tarbagatay,RU,51.4803,107.3602,74.73,46,20,4.83,few clouds,2021-07-28 03:32:19
251,Khatanga,RU,71.9667,102.5,87.49,35,9,18.14,clear sky,2021-07-28 03:32:20
252,Japura,ID,-0.3167,102.35,89.53,46,76,5.01,broken clouds,2021-07-28 03:32:20
253,Alofi,NU,-19.0595,-169.9187,75.09,88,75,5.75,light rain,2021-07-28 03:32:21
254,Luang Prabang,LA,19.8856,102.1347,85.96,70,75,4.61,broken clouds,2021-07-28 03:32:21
255,Half Moon Bay,US,37.4636,-122.4286,77.63,78,20,17.27,few clouds,2021-07-28 03:32:21
256,Auki,SB,-8.7676,160.7034,85.46,60,79,2.59,broken clouds,2021-07-28 03:32:22
257,Soyo,AO,-6.1349,12.3689,72.82,87,99,7.45,overcast clouds,2021-07-28 03:32:22
258,Antofagasta,CL,-23.65,-70.4,54.68,72,27,6.17,scattered clouds,2021-07-28 03:32:23
259,Tambopata,PE,-12.7333,-69.1833,67.95,95,49,6.44,scattered clouds,2021-07-28 03:32:23
260,Ambon,ID,-3.6954,128.1814,84.34,74,40,6.91,scattered clouds,2021-07-28 03:32:23
261,Deputatskiy,RU,69.3,139.9,42.66,71,99,4.83,overcast clouds,2021-07-28 03:32:24
262,Port Hardy,CA,50.6996,-127.4199,55.4,77,63,6.87,broken clouds,2021-07-28 03:30:05
263,Dubbo,AU,-32.25,148.6167,62.73,51,90,12.66,overcast clouds,2021-07-28 03:32:24
264,Panguna,PG,-6.3164,155.4848,77.31,77,86,3.11,light rain,2021-07-28 03:32:25
265,Bambous Virieux,MU,-20.3428,57.7575,68.25,94,75,14.97,moderate rain,2021-07-28 03:30:32
266,Kungurtug,RU,50.5994,97.5228,70.57,64,48,0.13,scattered clouds,2021-07-28 03:32:25
267,San Quintin,MX,30.4833,-115.95,69.46,85,1,10.04,clear sky,2021-07-28 03:32:25
268,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.3,75,1,12.64,clear sky,2021-07-28 03:32:26
269,Cherskiy,RU,68.75,161.3,37.49,79,100,17.58,overcast clouds,2021-07-28 03:31:47
270,Abong Mbang,CM,3.9833,13.1833,65.66,98,98,3.02,overcast clouds,2021-07-28 03:32:26
271,Russell,US,32.3502,-85.1999,76.23,88,40,4.61,scattered clouds,2021-07-28 03:31:41
272,Saint-Joseph,RE,-21.3667,55.6167,64.78,86,59,17.13,light rain,2021-07-28 03:32:27
273,Lagoa,PT,39.05,-27.9833,69.57,91,79,7.67,broken clouds,2021-07-28 03:32:27
274,Halifax,CA,44.6453,-63.5724,66.47,93,89,8.01,overcast clouds,2021-07-28 03:32:04
275,Marystown,CA,47.1666,-55.1483,63.86,100,97,8.48,overcast clouds,2021-07-28 03:31:19
276,Antalaha,MG,-14.9003,50.2788,66.06,84,11,7.23,few clouds,2021-07-28 03:32:28
277,Fairbanks,US,64.8378,-147.7164,60.1,90,90,8.05,light rain,2021-07-28 03:30:00
278,Gilbues,BR,-9.8317,-45.3439,67.73,43,1,3.87,clear sky,2021-07-28 03:32:28
279,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,90,12,7.52,few clouds,2021-07-28 03:32:29
280,Galle,LK,6.0367,80.217,81.41,85,99,13.4,overcast clouds,2021-07-28 03:32:29
281,Jalu,LY,29.0331,21.5482,78.96,46,0,5.68,clear sky,2021-07-28 03:32:30
282,Kidal,ML,18.4411,1.4078,83.16,50,80,3.85,broken clouds,2021-07-28 03:32:30
283,Pisco,PE,-13.7,-76.2167,63.01,82,4,3.44,clear sky,2021-07-28 03:28:24
284,Kijang,KR,35.2442,129.2139,91.13,79,28,10.0,scattered clouds,2021-07-28 03:30:00
285,Kortkeros,RU,61.8106,51.5806,48.2,86,100,7.63,overcast clouds,2021-07-28 03:32:31
286,Najran,SA,17.4924,44.1277,81.25,55,18,8.95,few clouds,2021-07-28 03:32:31
287,Mayumba,GA,-3.432,10.6554,72.7,87,100,2.04,overcast clouds,2021-07-28 03:32:31
288,Izhmorskiy,RU,56.194,86.6414,59.05,74,100,2.98,overcast clouds,2021-07-28 03:32:32
289,Salalah,OM,17.0151,54.0924,77.09,94,90,8.05,light intensity drizzle,2021-07-28 03:32:32
290,Rostovka,RU,55.3842,71.8891,70.2,47,57,10.63,broken clouds,2021-07-28 03:32:32
291,Denpasar,ID,-8.65,115.2167,82.06,78,40,6.91,scattered clouds,2021-07-28 03:29:18
292,Bougouni,ML,11.417,-7.479,73.63,93,100,4.32,moderate rain,2021-07-28 03:32:33
293,Hammerfest,NO,70.6634,23.6821,45.05,100,90,4.61,mist,2021-07-28 03:32:33
294,Ilo,PE,-17.6394,-71.3375,59.52,82,62,5.32,broken clouds,2021-07-28 03:32:34
295,Kurilsk,RU,45.2333,147.8833,72.54,74,9,2.17,clear sky,2021-07-28 03:32:34
296,Cap Malheureux,MU,-19.9842,57.6142,68.49,91,94,10.0,heavy intensity rain,2021-07-28 03:32:34
297,Mittagong,AU,-34.45,150.45,64.85,54,72,16.15,broken clouds,2021-07-28 03:32:35
298,Mahdasht,IR,35.7299,50.8111,84.42,36,20,9.22,few clouds,2021-07-28 03:32:35
299,Maldonado,UY,-34.6667,-54.9167,47.59,68,99,17.85,overcast clouds,2021-07-28 03:32:35
300,Carutapera,BR,-1.195,-46.02,77.11,86,87,4.52,overcast clouds,2021-07-28 03:31:13
301,Mount Isa,AU,-20.7333,139.5,85.77,23,8,8.05,clear sky,2021-07-28 03:32:36
302,Severo-Kurilsk,RU,50.6789,156.125,59.11,89,100,6.44,overcast clouds,2021-07-28 03:32:36
303,Altamira,BR,-3.2033,-52.2064,72.23,63,8,2.82,clear sky,2021-07-28 03:32:37
304,Mathbaria,BD,22.2876,89.9593,79.12,94,100,8.32,overcast clouds,2021-07-28 03:32:37
305,Promyshlennaya,RU,54.9159,85.6385,67.15,67,99,3.87,overcast clouds,2021-07-28 03:32:37
306,Kondinskoye,RU,59.6481,67.41,55.56,57,77,5.82,broken clouds,2021-07-28 03:32:38
307,Destin,US,30.3935,-86.4958,82.02,87,75,0.0,broken clouds,2021-07-28 03:29:22
308,East London,ZA,-33.0153,27.9116,63.9,80,0,12.73,clear sky,2021-07-28 03:28:51
309,Meadow Lake,US,34.8014,-106.5436,73.11,63,98,10.58,overcast clouds,2021-07-28 03:29:02
310,Palasa,IN,18.7667,84.4167,88.34,60,100,9.06,overcast clouds,2021-07-28 03:32:38
311,Bozdar,PK,27.1828,68.636,86.07,56,100,9.66,overcast clouds,2021-07-28 03:32:39
312,Jilib,SO,0.4883,42.7854,74.89,79,99,9.01,overcast clouds,2021-07-28 03:32:39
313,Ati,TD,13.2154,18.3353,74.01,90,100,6.51,overcast clouds,2021-07-28 03:32:40
314,Dunedin,NZ,-45.8742,170.5036,53.8,52,40,3.0,scattered clouds,2021-07-28 03:29:56
315,Alugan,PH,12.2188,125.4808,92.34,53,100,9.6,overcast clouds,2021-07-28 03:32:40
316,Muzhi,RU,65.3667,64.6667,50.4,70,55,6.71,broken clouds,2021-07-28 03:32:40
317,Arlit,NE,18.7369,7.3853,83.25,56,71,5.99,broken clouds,2021-07-28 03:32:41
318,Flinders,AU,-34.5833,150.8552,76.21,43,74,7.0,broken clouds,2021-07-28 03:30:37
319,Amahai,ID,-3.3333,128.9167,82.49,78,81,5.19,broken clouds,2021-07-28 03:29:28
320,Minas De Barroteran,MX,27.6333,-101.2833,87.69,24,95,6.87,overcast clouds,2021-07-28 03:32:42
321,Kalangala,UG,-0.3089,32.225,67.35,64,81,9.62,broken clouds,2021-07-28 03:32:42
322,Santa Cruz,BO,-17.8,-63.1667,60.26,33,90,16.11,overcast clouds,2021-07-28 03:32:42
323,Talnakh,RU,69.4865,88.3972,61.65,86,96,4.45,light rain,2021-07-28 03:29:45
324,Iqaluit,CA,63.7506,-68.5145,44.33,75,75,8.01,broken clouds,2021-07-28 03:30:57
325,Lavrentiya,RU,65.5833,-171.0,43.81,99,100,9.55,moderate rain,2021-07-28 03:32:43
326,Matara,LK,5.9485,80.5353,82.36,80,96,11.77,overcast clouds,2021-07-28 03:32:44
327,Tabou,CI,4.423,-7.3528,76.33,75,100,8.77,overcast clouds,2021-07-28 03:32:44
328,Sabang,ID,5.8933,95.3214,83.35,74,92,20.74,overcast clouds,2021-07-28 03:32:45
329,Kapoeta,SS,4.7717,33.5903,71.17,82,75,3.62,light rain,2021-07-28 03:32:45
330,Longyearbyen,SJ,78.2186,15.6401,42.53,98,100,1.07,overcast clouds,2021-07-28 03:32:45
331,Mecca,SA,21.4267,39.8261,81.05,81,98,6.73,overcast clouds,2021-07-28 03:32:46
332,Catuday,PH,16.2923,119.8062,82.09,82,100,20.98,moderate rain,2021-07-28 03:32:46
333,Belousovka,KZ,50.1339,82.5239,68.88,38,0,9.04,clear sky,2021-07-28 03:32:46
334,Wuwei,CN,37.9281,102.6414,87.71,15,6,9.06,clear sky,2021-07-28 03:32:47
335,Mahebourg,MU,-20.4081,57.7,68.29,94,75,14.97,moderate rain,2021-07-28 03:29:24
336,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,75,0,2.3,clear sky,2021-07-28 03:32:47
337,Mehamn,NO,71.0357,27.8492,42.75,100,90,3.44,fog,2021-07-28 03:29:11
338,Dzhebariki-Khaya,RU,62.2167,135.8,71.91,37,44,12.15,scattered clouds,2021-07-28 03:32:48
339,Prince Rupert,CA,54.3161,-130.3201,60.89,79,20,5.75,few clouds,2021-07-28 03:32:48
340,Angoram,PG,-4.0625,144.0661,87.06,66,44,4.03,scattered clouds,2021-07-28 03:32:49
341,Troitskoye,RU,52.9821,84.6757,66.79,52,40,2.21,scattered clouds,2021-07-28 03:32:49
342,Clyde River,CA,70.4692,-68.5914,39.43,93,90,2.3,overcast clouds,2021-07-28 03:32:49
343,Port Lincoln,AU,-34.7333,135.8667,57.02,54,16,23.76,few clouds,2021-07-28 03:32:50
344,Surgut,RU,61.25,73.4167,57.38,100,75,11.18,light rain,2021-07-28 03:32:50
345,Sindor,RU,62.8629,51.8905,45.57,84,87,9.35,overcast clouds,2021-07-28 03:32:51
346,Ahuimanu,US,21.4447,-157.8378,87.51,66,75,11.5,light rain,2021-07-28 03:32:51
347,Darab,IR,28.7519,54.5444,90.61,16,100,9.57,overcast clouds,2021-07-28 03:32:51
348,Mildura,AU,-34.2,142.15,64.08,48,40,18.41,scattered clouds,2021-07-28 03:31:03
349,Mar Del Plata,AR,-38.0023,-57.5575,46.13,71,90,13.0,light rain,2021-07-28 03:32:52
350,Miraflores,MX,19.2167,-98.8083,66.02,76,98,1.77,overcast clouds,2021-07-28 03:32:52
351,San Andres,CO,12.5847,-81.7006,82.42,83,75,8.05,broken clouds,2021-07-28 03:32:53
352,Svetlyy,RU,54.675,20.1347,62.65,88,61,6.8,broken clouds,2021-07-28 03:32:53
353,Ust-Maya,RU,60.4167,134.5333,76.21,38,23,7.9,few clouds,2021-07-28 03:32:53
354,Igrim,RU,63.1906,64.4162,48.15,73,78,7.78,broken clouds,2021-07-28 03:32:54
355,Nanakuli,US,21.3906,-158.1547,87.75,54,40,9.22,scattered clouds,2021-07-28 03:32:54
356,Teluknaga,ID,-6.0989,106.6381,86.18,55,52,4.61,broken clouds,2021-07-28 03:32:55
357,Braganca,BR,-1.0536,-46.7656,73.69,93,76,1.48,broken clouds,2021-07-28 03:32:55
358,Pisticci,IT,40.3906,16.5568,79.83,37,7,3.87,clear sky,2021-07-28 03:32:55
359,Trincomalee,LK,8.5711,81.2335,85.23,69,100,18.95,overcast clouds,2021-07-28 03:32:56
360,Malakal,SS,9.5334,31.6605,70.02,96,100,2.59,overcast clouds,2021-07-28 03:32:56
361,Taltal,CL,-25.4,-70.4833,55.13,78,3,3.96,clear sky,2021-07-28 03:32:56
362,Bengkulu,ID,-3.8004,102.2655,84.42,61,58,5.95,broken clouds,2021-07-28 03:32:57
363,Vila Velha,BR,-20.3297,-40.2925,73.35,78,0,6.91,clear sky,2021-07-28 03:32:57
364,Key West,US,24.5557,-81.7826,87.8,70,1,5.75,clear sky,2021-07-28 03:32:57
365,Sokoni,TZ,-6.4333,39.55,73.26,75,1,16.78,clear sky,2021-07-28 03:32:58
366,Bukachacha,RU,52.9833,116.9167,62.42,94,100,2.66,overcast clouds,2021-07-28 03:32:58
367,Pundaguitan,PH,6.3711,126.1689,84.94,74,57,16.2,broken clouds,2021-07-28 03:32:59
368,Aykhal,RU,66.0,111.5,85.53,31,40,6.6,scattered clouds,2021-07-28 03:33:00
369,Kudahuvadhoo,MV,2.6708,72.8944,80.65,77,100,7.34,light rain,2021-07-28 03:33:01
370,Kodinsk,RU,58.6881,99.1844,75.54,64,100,7.2,overcast clouds,2021-07-28 03:33:01
371,Broome,US,42.2506,-75.833,67.55,97,90,1.01,mist,2021-07-28 03:33:02
372,Vao,NC,-22.6667,167.4833,68.67,61,26,15.23,scattered clouds,2021-07-28 03:33:02
373,Tambacounda,SN,13.7539,-13.7586,84.25,79,0,6.91,clear sky,2021-07-28 03:33:02
374,Georgetown,MY,5.4112,100.3354,89.55,62,20,5.75,few clouds,2021-07-28 03:30:18
375,Qandala,SO,11.472,49.8728,86.25,50,75,10.76,broken clouds,2021-07-28 03:33:03
376,Cuencame,MX,24.8711,-103.6964,78.8,29,95,11.14,overcast clouds,2021-07-28 03:33:03
377,Guthrie,US,35.8789,-97.4253,86.67,79,2,9.22,clear sky,2021-07-28 03:31:11
378,Campo Maior,BR,-4.8278,-42.1686,75.76,74,80,5.37,broken clouds,2021-07-28 03:33:04
379,Havelock,US,34.8791,-76.9013,82.94,92,77,5.5,broken clouds,2021-07-28 03:33:04
380,Muros,ES,42.7762,-9.0603,64.99,84,17,8.48,few clouds,2021-07-28 03:29:14
381,Fort Morgan,US,40.2503,-103.8,81.82,41,1,9.22,clear sky,2021-07-28 03:33:05
382,Atherton,GB,53.5237,-2.4935,61.16,94,100,5.99,overcast clouds,2021-07-28 03:33:05
383,Ulaangom,MN,49.9811,92.0667,73.9,41,0,10.16,clear sky,2021-07-28 03:33:05
384,Acarau,BR,-2.8856,-40.12,77.05,86,19,13.67,few clouds,2021-07-28 03:33:06
385,Lhokseumawe,ID,5.1801,97.1507,87.46,60,92,3.04,overcast clouds,2021-07-28 03:33:06
386,Zhangye,CN,38.9342,100.4517,87.91,14,11,4.9,few clouds,2021-07-28 03:33:07
387,Beloha,MG,-25.1667,45.05,62.17,78,1,11.45,clear sky,2021-07-28 03:30:12
388,Moranbah,AU,-22.0016,148.0466,78.96,31,5,4.76,clear sky,2021-07-28 03:33:07
389,Caohe,CN,30.2297,115.4335,82.0,80,100,18.75,overcast clouds,2021-07-28 03:33:07
390,Atikokan,CA,48.7555,-91.6216,63.07,62,7,1.81,clear sky,2021-07-28 03:33:08
391,Sosua,DO,19.7667,-70.5167,78.78,94,20,0.0,few clouds,2021-07-28 03:31:41
392,Young,UY,-32.6833,-57.6333,41.23,69,1,9.42,clear sky,2021-07-28 03:33:08
393,Quzhou,CN,28.9594,118.8686,89.29,70,45,9.37,scattered clouds,2021-07-28 03:33:09
394,Chokurdakh,RU,70.6333,147.9167,50.97,44,44,15.05,scattered clouds,2021-07-28 03:33:09
395,Bilma,NE,18.6853,12.9164,86.07,48,91,7.67,overcast clouds,2021-07-28 03:33:10
396,Saeby,DK,57.3319,10.5225,60.73,95,99,8.95,overcast clouds,2021-07-28 03:33:10
397,Rocha,UY,-34.4833,-54.3333,45.43,71,99,15.9,overcast clouds,2021-07-28 03:31:27
398,Quelimane,MZ,-17.8786,36.8883,64.35,94,75,0.0,light rain,2021-07-28 03:33:10
399,Codrington,AU,-38.2667,141.9667,48.6,79,96,23.17,overcast clouds,2021-07-28 03:33:11
400,East Stroudsburg,US,40.9995,-75.1813,72.84,92,94,3.29,overcast clouds,2021-07-28 03:33:11
401,Kandrian,PG,-6.2167,149.55,82.94,76,61,3.94,light rain,2021-07-28 03:33:12
402,Vilyuysk,RU,63.7553,121.6247,76.96,32,22,8.28,few clouds,2021-07-28 03:33:12
403,Port Moresby,PG,-9.4431,147.1797,87.22,66,75,11.5,haze,2021-07-28 03:29:30
404,Avera,US,33.194,-82.5271,82.27,73,91,5.75,light rain,2021-07-28 03:33:12
405,Haines Junction,CA,60.7522,-137.5108,60.75,55,42,10.36,scattered clouds,2021-07-28 03:30:23
406,Kutum,SD,14.2,24.6667,68.81,83,100,9.55,overcast clouds,2021-07-28 03:33:13
407,Verkh-Usugli,RU,52.7,115.1667,62.11,90,95,4.83,light rain,2021-07-28 03:33:13
408,Darhan,MN,49.4867,105.9228,72.88,58,60,4.54,broken clouds,2021-07-28 03:33:14
409,Blind River,CA,46.1834,-82.9582,64.65,69,94,5.32,overcast clouds,2021-07-28 03:33:14
410,Korla,CN,41.7597,86.1469,95.95,13,7,8.55,clear sky,2021-07-28 03:33:14
411,Nanzhang,CN,31.7765,111.8386,85.19,70,34,6.67,light rain,2021-07-28 03:33:15
412,Langham,CA,52.3668,-106.9679,78.03,37,70,9.04,broken clouds,2021-07-28 03:33:15
413,Betanzos,ES,43.2804,-8.2147,66.67,87,90,2.3,overcast clouds,2021-07-28 03:33:16
414,Collie,AU,-33.3667,116.15,53.98,72,51,12.19,broken clouds,2021-07-28 03:33:16
415,Vallenar,CL,-28.5708,-70.7581,52.95,53,0,2.98,clear sky,2021-07-28 03:33:16
416,Cedral,MX,23.8,-100.7333,69.57,53,37,5.01,scattered clouds,2021-07-28 03:33:17
417,Jiwani,PK,25.05,61.7417,82.69,86,99,8.03,overcast clouds,2021-07-28 03:33:17
418,Mezen,RU,65.8522,44.24,48.67,73,97,6.2,overcast clouds,2021-07-28 03:33:17
419,Kruisfontein,ZA,-34.0033,24.7314,53.89,85,23,10.36,few clouds,2021-07-28 03:30:20
420,Kaputa,ZM,-8.4689,29.6619,59.9,61,51,4.59,broken clouds,2021-07-28 03:33:18
421,Beringovskiy,RU,63.05,179.3167,48.49,87,100,19.35,light rain,2021-07-28 03:29:02
422,Koson,UZ,39.0375,65.585,82.72,16,0,25.19,clear sky,2021-07-28 03:33:18
423,Iracoubo,GF,5.4802,-53.2011,77.23,88,6,7.43,clear sky,2021-07-28 03:33:19
424,Bereda,ES,43.2686,-7.5406,61.92,100,95,2.91,overcast clouds,2021-07-28 03:33:19
425,Morondava,MG,-20.2833,44.2833,64.0,60,0,11.05,clear sky,2021-07-28 03:33:19
426,Vanimo,PG,-2.6741,141.3028,83.57,79,32,6.26,scattered clouds,2021-07-28 03:33:20
427,Olden,NO,61.8364,6.8064,68.16,86,100,4.23,light rain,2021-07-28 03:33:20
428,Hambantota,LK,6.1241,81.1185,86.34,74,100,13.8,overcast clouds,2021-07-28 03:33:21
429,Porto Novo,BJ,6.4965,2.6036,76.82,83,100,7.54,overcast clouds,2021-07-28 03:30:12
430,Gradistea,RO,44.2333,27.2167,74.1,43,0,1.99,clear sky,2021-07-28 03:33:21
431,Saint-Pierre,RE,-21.3393,55.4781,65.88,88,90,12.66,light rain,2021-07-28 03:33:22
432,Richards Bay,ZA,-28.783,32.0377,57.24,71,0,11.01,clear sky,2021-07-28 03:30:46
433,Raseiniai,LT,55.3736,23.1217,66.65,94,27,3.83,scattered clouds,2021-07-28 03:33:22
434,Tres Picos,MX,15.8667,-93.5333,78.55,86,84,3.91,broken clouds,2021-07-28 03:33:23
435,Manaure,CO,11.7751,-72.4445,81.5,76,70,12.97,broken clouds,2021-07-28 03:33:23
436,Kedrovyy,RU,56.1667,91.8167,57.61,61,100,4.54,overcast clouds,2021-07-28 03:29:48
437,Erzin,TR,36.9559,36.2,83.12,67,0,5.44,clear sky,2021-07-28 03:29:46
438,Shimoda,JP,34.6667,138.95,84.56,70,92,11.05,overcast clouds,2021-07-28 03:33:24
439,Santa Rosa,PH,14.3122,121.1114,81.91,90,100,19.24,moderate rain,2021-07-28 03:30:13
440,Puerto Escondido,MX,15.85,-97.0667,77.83,78,75,0.0,broken clouds,2021-07-28 03:33:24
441,Gigmoto,PH,13.7796,124.39,87.55,70,99,17.09,overcast clouds,2021-07-28 03:33:24
442,Mokhsogollokh,RU,61.4681,128.9203,75.6,36,13,8.03,few clouds,2021-07-28 03:33:25
443,Sur,OM,22.5667,59.5289,97.81,42,100,14.32,overcast clouds,2021-07-28 03:33:25
444,Price,US,39.5994,-110.8107,78.06,41,1,5.75,clear sky,2021-07-28 03:29:25
445,Xam Nua,LA,20.4197,104.0439,82.22,60,100,4.32,overcast clouds,2021-07-28 03:33:26
446,Kifri,IQ,34.6959,44.9661,95.92,16,0,9.13,clear sky,2021-07-28 03:33:27
447,Forbes,AU,-33.3833,148.0167,56.91,71,100,15.41,light rain,2021-07-28 03:33:27
448,Fecamp,FR,49.7579,0.3746,59.88,89,62,19.93,broken clouds,2021-07-28 03:33:27
449,Niceville,US,30.5169,-86.4822,81.95,89,90,1.99,overcast clouds,2021-07-28 03:30:00
450,Alta Floresta,BR,-9.8756,-56.0861,71.04,46,2,3.56,clear sky,2021-07-28 03:31:08
451,Doha,QA,25.2867,51.5333,94.98,73,100,2.3,haze,2021-07-28 03:33:15
452,Hofn,IS,64.2539,-15.2082,53.94,83,100,6.78,overcast clouds,2021-07-28 03:33:28
453,Bonavista,CA,48.6499,-53.1147,64.4,97,100,14.47,overcast clouds,2021-07-28 03:33:29
454,Port Augusta,AU,-32.5,137.7667,62.74,37,25,20.6,scattered clouds,2021-07-28 03:33:29
455,Old Saybrook,US,41.2918,-72.3762,74.39,86,40,0.0,scattered clouds,2021-07-28 03:30:25
456,Odienne,CI,9.51,-7.5692,69.78,97,94,4.59,overcast clouds,2021-07-28 03:33:30
457,Baghdad,IQ,33.3406,44.4009,89.51,25,0,10.36,clear sky,2021-07-28 03:30:44
458,Venkatagiri,IN,13.9667,79.5833,86.47,44,99,20.09,overcast clouds,2021-07-28 03:33:30
459,Kamenka,RU,51.3223,42.7678,69.73,62,10,3.04,clear sky,2021-07-28 03:33:31
460,Karratha,AU,-20.7377,116.8463,78.28,48,17,8.46,few clouds,2021-07-28 03:33:31
461,Brae,GB,60.3964,-1.353,55.31,95,81,7.49,broken clouds,2021-07-28 03:31:20
462,Hualmay,PE,-11.0964,-77.6139,63.48,87,42,10.56,scattered clouds,2021-07-28 03:33:32
463,Wasilla,US,61.5814,-149.4394,65.52,66,90,3.44,overcast clouds,2021-07-28 03:30:36
464,La Joya,MX,18.6667,-99.4667,68.31,91,100,4.94,overcast clouds,2021-07-28 03:33:32
465,Lianzhou,CN,24.7811,112.3825,96.17,48,13,2.64,few clouds,2021-07-28 03:33:32
466,Sterling,US,39.0062,-77.4286,79.16,73,1,0.0,clear sky,2021-07-28 03:33:33
467,Trairi,BR,-3.2778,-39.2689,76.55,87,15,8.97,few clouds,2021-07-28 03:33:09
468,Avenal,US,36.0041,-120.129,94.82,28,0,12.91,clear sky,2021-07-28 03:33:33
469,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,10.36,few clouds,2021-07-28 03:33:34
470,Klaksvik,FO,62.2266,-6.589,50.92,95,100,4.81,overcast clouds,2021-07-28 03:33:34
471,Sambava,MG,-14.2667,50.1667,67.21,80,4,9.95,clear sky,2021-07-28 03:33:34
472,Staunton,US,38.1496,-79.0717,76.68,72,90,16.11,overcast clouds,2021-07-28 03:33:35
473,Flin Flon,CA,54.7682,-101.865,62.6,69,14,5.19,few clouds,2021-07-28 03:33:35
474,Tezonapa,MX,18.6092,-96.6917,73.69,94,58,2.53,broken clouds,2021-07-28 03:33:36
475,Birao,CF,10.2849,22.7882,69.57,96,100,4.07,overcast clouds,2021-07-28 03:33:36
